;Substructure;OccurrenceList0;OccurrenceList1;True/False Bonferonni;True/False Benj-Hoch
3038;cccCC(=O)NCC(=O)NC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3039;ccCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS;0,0,0,0;0,1,0,0;False;False
3040;ccC(N)C(=O)NCCNC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3041;cC(N)C(=O)NCC1NC(C(=O)O)=C(C)CS1;0,0,0,0;0,1,0,0;False;False
3042;cc(c)CC(=O)NCCNC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3043;cccCC(=O)NCCNC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3044;ccCC(=O)NCC1NC(C(=O)O)=C(C)CS1;0,0,0,0;0,1,0,0;False;False
3045;cC(N)C(=O)NC(C=O)CSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3046;ccCC(=O)NC(C=O)CSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3047;ccC(N)C(=O)NCCSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3048;cc(c)CC(=O)NCCSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3049;cccCC(=O)NCCSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3050;ccC(N)C(=O)NC1CN(C=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
3051;cC(N)C(=O)NC1C(=O)N2C=C(C)CSC12;0,0,0,0;0,1,0,0;False;False
3052;cc(c)CC(=O)NC1CN(C=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
3053;cccCC(=O)NC1CN(C=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
3054;ccCC(=O)NC1C(=O)N2C=C(C)CSC12;0,0,0,0;0,1,0,0;False;False
3055;cc(c)C(N)C(=O)NCC(=O)NC=C(C)C;0,0,0,0;0,1,0,0;False;False
3056;cccC(N)C(=O)NCC(=O)NC=C(C)C;0,0,0,0;0,1,0,0;False;False
3057;ccC(N)C(=O)NCC(=O)NC=C(C)CS;0,0,0,0;0,1,0,0;False;False
3058;ccc(c)CC(=O)NCC(=O)NC=C(C)C;0,0,0,0;0,1,0,0;False;False
3059;cc(c)CC(=O)NCC(=O)NC=C(C)CS;0,0,0,0;0,1,0,0;False;False
3060;ccccCC(=O)NCC(=O)NC=C(C)C;0,0,0,0;0,1,0,0;False;False
3061;cccCC(=O)NCC(=O)NC=C(C)CS;0,0,0,0;0,1,0,0;False;False
3062;cc(c)C(N)C(=O)NCCNC=C(C)C;0,0,0,0;0,1,0,0;False;False
3063;cccC(N)C(=O)NCCNC=C(C)C;0,0,0,0;0,1,0,0;False;False
3064;ccC(N)C(=O)NCC1NC=C(C)CS1;0,0,0,0;0,1,0,0;False;False
3065;ccc(c)CC(=O)NCCNC=C(C)C;0,0,0,0;0,1,0,0;False;False
3066;cc(c)CC(=O)NCC1NC=C(C)CS1;0,0,0,0;0,1,0,0;False;False
3067;ccccCC(=O)NCCNC=C(C)C;0,0,0,0;0,1,0,0;False;False
3068;cccCC(=O)NCC1NC=C(C)CS1;0,0,0,0;0,1,0,0;False;False
3069;C=C(C)CSCC(C=O)NC(=O)C(N)cc;0,0,0,0;0,1,0,0;False;False
3070;C=C(C)CSCC(C=O)NC(=O)Cc(c)c;0,0,0,0;0,1,0,0;False;False
3071;C=C(C)CSCC(C=O)NC(=O)Cccc;0,0,0,0;0,1,0,0;False;False
3072;C=C(C)CSCCNC(=O)C(N)c(c)c;0,0,0,0;0,1,0,0;False;False
3073;C=C(C)CSCCNC(=O)C(N)ccc;0,0,0,0;0,1,0,0;False;False
3074;C=C(C)CSCCNC(=O)Cc(c)cc;0,0,0,0;0,1,0,0;False;False
3075;C=C(C)CSCCNC(=O)Ccccc;0,0,0,0;0,1,0,0;False;False
3076;ccC(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O;0,0,0,0;0,1,0,0;False;False
3077;cC(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S;0,0,0,0;0,1,0,0;False;False
3078;cc(c)CC(=O)NC1CN(C(=CC)C(=O)O)C1=O;0,0,0,0;0,1,0,0;False;False
3079;cccCC(=O)NC1CN(C(=CC)C(=O)O)C1=O;0,0,0,0;0,1,0,0;False;False
3080;ccCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S;0,0,0,0;0,1,0,0;False;False
3081;cc(c)C(N)C(=O)NCC(=O)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
3082;cccC(N)C(=O)NCC(=O)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
3083;ccc(c)CC(=O)NCC(=O)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
3084;ccccCC(=O)NCC(=O)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
3085;cc(c)C(N)C(=O)NCCNC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
3086;cccC(N)C(=O)NCCNC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
3087;ccC(N)C(=O)NCC(S)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
3088;ccc(c)CC(=O)NCCNC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
3089;cc(c)CC(=O)NCC(S)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
3090;ccccCC(=O)NCCNC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
3091;cccCC(=O)NCC(S)NC(=CC)C(=O)O;0,0,0,0;0,1,0,0;False;False
3092;cc(c)C(N)C(=O)NC1CN(C=CC)C1=O;0,0,0,0;0,1,0,0;False;False
3093;cccC(N)C(=O)NC1CN(C=CC)C1=O;0,0,0,0;0,1,0,0;False;False
3094;ccC(N)C(=O)NC1C(=O)N(C=CC)C1S;0,0,0,0;0,1,0,0;False;False
3095;ccc(c)CC(=O)NC1CN(C=CC)C1=O;0,0,0,0;0,1,0,0;False;False
3096;cc(c)CC(=O)NC1C(=O)N(C=CC)C1S;0,0,0,0;0,1,0,0;False;False
3097;ccccCC(=O)NC1CN(C=CC)C1=O;0,0,0,0;0,1,0,0;False;False
3098;cccCC(=O)NC1C(=O)N(C=CC)C1S;0,0,0,0;0,1,0,0;False;False
3099;ccc(c)C(N)C(=O)NCC(=O)NC=CC;0,0,0,0;0,1,0,0;False;False
3100;ccccC(N)C(=O)NCC(=O)NC=CC;0,0,0,0;0,1,0,0;False;False
3101;cccc(c)CC(=O)NCC(=O)NC=CC;0,0,0,0;0,1,0,0;False;False
3102;ccc(cc)CC(=O)NCC(=O)NC=CC;0,0,0,0;0,1,0,0;False;False
3103;cccccCC(=O)NCC(=O)NC=CC;0,0,0,0;0,1,0,0;False;False
3104;ccc(c)C(N)C(=O)NCCNC=CC;0,0,0,0;0,1,0,0;False;False
3105;cc(c)C(N)C(=O)NCC(S)NC=CC;0,0,0,0;0,1,0,0;False;False
3106;ccccC(N)C(=O)NCCNC=CC;0,0,0,0;0,1,0,0;False;False
3107;cccC(N)C(=O)NCC(S)NC=CC;0,0,0,0;0,1,0,0;False;False
3108;cccc(c)CC(=O)NCCNC=CC;0,0,0,0;0,1,0,0;False;False
3109;ccc(cc)CC(=O)NCCNC=CC;0,0,0,0;0,1,0,0;False;False
3110;ccc(c)CC(=O)NCC(S)NC=CC;0,0,0,0;0,1,0,0;False;False
3111;cccccCC(=O)NCCNC=CC;0,0,0,0;0,1,0,0;False;False
3112;ccccCC(=O)NCC(S)NC=CC;0,0,0,0;0,1,0,0;False;False
3113;ccC(N)C(=O)NC1C(=O)NC1SCCC;0,0,0,0;0,1,0,0;False;False
3114;cc(c)CC(=O)NC1C(=O)NC1SCCC;0,0,0,0;0,1,0,0;False;False
3115;cccCC(=O)NC1C(=O)NC1SCCC;0,0,0,0;0,1,0,0;False;False
3116;cc(c)C(N)C(=O)NC(C=O)CSCCC;0,0,0,0;0,1,0,0;False;False
3117;cccC(N)C(=O)NC(C=O)CSCCC;0,0,0,0;0,1,0,0;False;False
3118;ccc(c)CC(=O)NC(C=O)CSCCC;0,0,0,0;0,1,0,0;False;False
3119;ccccCC(=O)NC(C=O)CSCCC;0,0,0,0;0,1,0,0;False;False
3120;ccc(c)C(N)C(=O)NCCSCCC;0,0,0,0;0,1,0,0;False;False
3121;cc(c)C(N)C(=O)NCC(N)SCCC;0,0,0,0;0,1,0,0;False;False
3122;ccccC(N)C(=O)NCCSCCC;0,0,0,0;0,1,0,0;False;False
3123;cccC(N)C(=O)NCC(N)SCCC;0,0,0,0;0,1,0,0;False;False
3124;cccc(c)CC(=O)NCCSCCC;0,0,0,0;0,1,0,0;False;False
3125;ccc(cc)CC(=O)NCCSCCC;0,0,0,0;0,1,0,0;False;False
3126;ccc(c)CC(=O)NCC(N)SCCC;0,0,0,0;0,1,0,0;False;False
3127;cccccCC(=O)NCCSCCC;0,0,0,0;0,1,0,0;False;False
3128;ccccCC(=O)NCC(N)SCCC;0,0,0,0;0,1,0,0;False;False
3129;cC(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12;0,0,0,0;0,1,0,0;False;False
3130;ccCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12;0,0,0,0;0,1,0,0;False;False
3131;ccC(N)C(=O)NCC(=O)NC(=CCS)C(=O)O;0,0,0,0;0,1,0,0;False;False
3132;cc(c)CC(=O)NCC(=O)NC(=CCS)C(=O)O;0,0,0,0;0,1,0,0;False;False
3133;cccCC(=O)NCC(=O)NC(=CCS)C(=O)O;0,0,0,0;0,1,0,0;False;False
3134;ccC(N)C(=O)NCC1NC(C(=O)O)=CCS1;0,0,0,0;0,1,0,0;False;False
3135;cc(c)CC(=O)NCC1NC(C(=O)O)=CCS1;0,0,0,0;0,1,0,0;False;False
3136;cccCC(=O)NCC1NC(C(=O)O)=CCS1;0,0,0,0;0,1,0,0;False;False
3137;ccC(N)C(=O)NC(C=O)CSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3138;cc(c)CC(=O)NC(C=O)CSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3139;cccCC(=O)NC(C=O)CSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3140;cc(c)C(N)C(=O)NCCSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3141;cccC(N)C(=O)NCCSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3142;ccc(c)CC(=O)NCCSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3143;ccccCC(=O)NCCSCC=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3144;ccC(N)C(=O)NC1C(=O)N2C=CCSC12;0,0,0,0;0,1,0,0;False;False
3145;cc(c)CC(=O)NC1C(=O)N2C=CCSC12;0,0,0,0;0,1,0,0;False;False
3146;cccCC(=O)NC1C(=O)N2C=CCSC12;0,0,0,0;0,1,0,0;False;False
3147;cc(c)C(N)C(=O)NCC(=O)NC=CCS;0,0,0,0;0,1,0,0;False;False
3148;cccC(N)C(=O)NCC(=O)NC=CCS;0,0,0,0;0,1,0,0;False;False
3149;ccc(c)CC(=O)NCC(=O)NC=CCS;0,0,0,0;0,1,0,0;False;False
3150;ccccCC(=O)NCC(=O)NC=CCS;0,0,0,0;0,1,0,0;False;False
3151;cc(c)C(N)C(=O)NCC1NC=CCS1;0,0,0,0;0,1,0,0;False;False
3152;cccC(N)C(=O)NCC1NC=CCS1;0,0,0,0;0,1,0,0;False;False
3153;ccc(c)CC(=O)NCC1NC=CCS1;0,0,0,0;0,1,0,0;False;False
3154;ccccCC(=O)NCC1NC=CCS1;0,0,0,0;0,1,0,0;False;False
3155;C=CCSCC(C=O)NC(=O)C(N)c(c)c;0,0,0,0;0,1,0,0;False;False
3156;C=CCSCC(C=O)NC(=O)C(N)ccc;0,0,0,0;0,1,0,0;False;False
3157;C=CCSCC(C=O)NC(=O)Cc(c)cc;0,0,0,0;0,1,0,0;False;False
3158;C=CCSCC(C=O)NC(=O)Ccccc;0,0,0,0;0,1,0,0;False;False
3159;C=CCSCCNC(=O)C(N)c(c)cc;0,0,0,0;0,1,0,0;False;False
3160;C=CCSCCNC(=O)C(N)cccc;0,0,0,0;0,1,0,0;False;False
3161;C=CCSCCNC(=O)Cc(c)ccc;0,0,0,0;0,1,0,0;False;False
3162;C=CCSCCNC(=O)Cc(cc)cc;0,0,0,0;0,1,0,0;False;False
3163;C=CCSCCNC(=O)Cccccc;0,0,0,0;0,1,0,0;False;False
3164;C=C(C(=O)O)N1CC(NC(=O)C(N)c(c)c)C1=O;0,0,0,0;0,1,0,0;False;False
3165;C=C(C(=O)O)N1CC(NC(=O)C(N)ccc)C1=O;0,0,0,0;0,1,0,0;False;False
3166;C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)cc)C1S;0,0,0,0;0,1,0,0;False;False
3167;C=C(C(=O)O)N1CC(NC(=O)Cc(c)cc)C1=O;0,0,0,0;0,1,0,0;False;False
3168;C=C(C(=O)O)N1C(=O)C(NC(=O)Cc(c)c)C1S;0,0,0,0;0,1,0,0;False;False
3169;C=C(C(=O)O)N1CC(NC(=O)Ccccc)C1=O;0,0,0,0;0,1,0,0;False;False
3170;C=C(C(=O)O)N1C(=O)C(NC(=O)Cccc)C1S;0,0,0,0;0,1,0,0;False;False
3171;C=C(NC(=O)CNC(=O)C(N)c(c)cc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3172;C=C(NC(=O)CNC(=O)C(N)cccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3173;C=C(NC(=O)CNC(=O)Cc(c)ccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3174;C=C(NC(=O)CNC(=O)Cc(cc)cc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3175;C=C(NC(=O)CNC(=O)Cccccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3176;C=C(NCCNC(=O)C(N)c(c)cc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3177;C=C(NC(S)CNC(=O)C(N)c(c)c)C(=O)O;0,0,0,0;0,1,0,0;False;False
3178;C=C(NCCNC(=O)C(N)cccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3179;C=C(NC(S)CNC(=O)C(N)ccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3180;C=C(NCCNC(=O)Cc(c)ccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3181;C=C(NCCNC(=O)Cc(cc)cc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3182;C=C(NC(S)CNC(=O)Cc(c)cc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3183;C=C(NCCNC(=O)Cccccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3184;C=C(NC(S)CNC(=O)Ccccc)C(=O)O;0,0,0,0;0,1,0,0;False;False
3185;C=CN1CC(NC(=O)C(N)c(c)cc)C1=O;0,0,0,0;0,1,0,0;False;False
3186;C=CN1C(=O)C(NC(=O)C(N)c(c)c)C1S;0,0,0,0;0,1,0,0;False;False
3187;C=CN1CC(NC(=O)C(N)cccc)C1=O;0,0,0,0;0,1,0,0;False;False
3188;C=CN1C(=O)C(NC(=O)C(N)ccc)C1S;0,0,0,0;0,1,0,0;False;False
3189;C=CN1CC(NC(=O)Cc(c)ccc)C1=O;0,0,0,0;0,1,0,0;False;False
3190;C=CN1CC(NC(=O)Cc(cc)cc)C1=O;0,0,0,0;0,1,0,0;False;False
3191;C=CN1C(=O)C(NC(=O)Cc(c)cc)C1S;0,0,0,0;0,1,0,0;False;False
3192;C=CN1CC(NC(=O)Cccccc)C1=O;0,0,0,0;0,1,0,0;False;False
3193;C=CN1C(=O)C(NC(=O)Ccccc)C1S;0,0,0,0;0,1,0,0;False;False
3194;C=CNC(=O)CNC(=O)C(N)c(c)ccc;0,0,0,0;0,1,0,0;False;False
3195;C=CNC(=O)CNC(=O)C(N)c(cc)cc;0,0,0,0;0,1,0,0;False;False
3196;C=CNC(=O)CNC(=O)C(N)ccccc;0,0,0,0;0,1,0,0;False;False
3197;C=CNC(=O)CNC(=O)Cc1ccccc1;0,0,0,0;0,1,0,0;False;False
3198;C=CNCCNC(=O)C(N)c(c)ccc;0,0,0,0;0,1,0,0;False;False
3199;C=CNCCNC(=O)C(N)c(cc)cc;0,0,0,0;0,1,0,0;False;False
3200;C=CNC(S)CNC(=O)C(N)c(c)cc;0,0,0,0;0,1,0,0;False;False
3201;C=CNCCNC(=O)C(N)ccccc;0,0,0,0;0,1,0,0;False;False
3202;C=CNC(S)CNC(=O)C(N)cccc;0,0,0,0;0,1,0,0;False;False
3203;C=CNCCNC(=O)Cc1ccccc1;0,0,0,0;0,1,0,0;False;False
3204;C=CNC(S)CNC(=O)Cc(c)ccc;0,0,0,0;0,1,0,0;False;False
3205;C=CNC(S)CNC(=O)Cc(cc)cc;0,0,0,0;0,1,0,0;False;False
3206;C=CNC(S)CNC(=O)Cccccc;0,0,0,0;0,1,0,0;False;False
3207;CCSC1NC(=O)C1NC(=O)C(N)c(c)c;0,0,0,0;0,1,0,0;False;False
3208;CCSC1NC(=O)C1NC(=O)C(N)ccc;0,0,0,0;0,1,0,0;False;False
3209;CCSC1NC(=O)C1NC(=O)Cc(c)cc;0,0,0,0;0,1,0,0;False;False
3210;CCSC1NC(=O)C1NC(=O)Ccccc;0,0,0,0;0,1,0,0;False;False
3211;CCSCC(C=O)NC(=O)C(N)c(c)cc;0,0,0,0;0,1,0,0;False;False
3212;CCSCC(C=O)NC(=O)C(N)cccc;0,0,0,0;0,1,0,0;False;False
3213;CCSCC(C=O)NC(=O)Cc(c)ccc;0,0,0,0;0,1,0,0;False;False
3214;CCSCC(C=O)NC(=O)Cc(cc)cc;0,0,0,0;0,1,0,0;False;False
3215;CCSCC(C=O)NC(=O)Cccccc;0,0,0,0;0,1,0,0;False;False
3216;CCSCCNC(=O)C(N)c(c)ccc;0,0,0,0;0,1,0,0;False;False
3217;CCSCCNC(=O)C(N)c(cc)cc;0,0,0,0;0,1,0,0;False;False
3218;CCSC(N)CNC(=O)C(N)c(c)cc;0,0,0,0;0,1,0,0;False;False
3219;CCSCCNC(=O)C(N)ccccc;0,0,0,0;0,1,0,0;False;False
3220;CCSC(N)CNC(=O)C(N)cccc;0,0,0,0;0,1,0,0;False;False
3221;CCSCCNC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
3222;CCSC(N)CNC(=O)Cc(c)ccc;0,0,0,0;0,1,0,0;False;False
3223;CCSC(N)CNC(=O)Cc(cc)cc;0,0,0,0;0,1,0,0;False;False
3224;CCSC(N)CNC(=O)Cccccc;0,0,0,0;0,1,0,0;False;False
3225;ccccC(N)C(=O)NC1CN(CC(=O)O)C1=O;0,0,0,0;0,1,0,0;False;False
3226;ccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC;0,0,0,0;0,1,0,0;False;False
3227;cccc(c)CC(=O)NC1CN(CC(=O)O)C1=O;0,0,0,0;0,1,1,0;False;False
3228;cc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1SC;0,0,0,0;0,1,0,0;False;False
3229;cccccCC(=O)NC1CN(CC(=O)O)C1=O;0,0,0,0;0,1,1,0;False;False
3230;ccccCC(=O)NC1C(=O)N(CC(=O)O)C1S;0,0,0,0;0,1,1,0;False;False
3231;cccCC(=O)NC1C(=O)N(CC(=O)O)C1SC;0,0,0,0;0,1,0,0;False;False
3232;cccc(c)C(N)C(=O)NCC(=O)NCC(=O)O;0,0,0,0;0,1,0,0;False;False
3233;cccccC(N)C(=O)NCC(=O)NCC(=O)O;0,0,0,0;0,1,0,0;False;False
3234;O=C(O)CNC(=O)CNC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
3235;cccc(c)C(N)C(=O)NCCNCC(=O)O;0,0,0,0;0,1,0,0;False;False
3236;cc(c)C(N)C(=O)NCC(NCC(=O)O)SC;0,0,0,0;0,1,0,0;False;False
3237;cccccC(N)C(=O)NCCNCC(=O)O;0,0,0,0;0,1,0,0;False;False
3238;ccccC(N)C(=O)NCC(S)NCC(=O)O;0,0,0,0;0,1,0,0;False;False
3239;cccC(N)C(=O)NCC(NCC(=O)O)SC;0,0,0,0;0,1,0,0;False;False
3240;O=C(O)CNCCNC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
3241;cccc(c)CC(=O)NCC(S)NCC(=O)O;0,0,0,0;0,1,1,0;False;False
3242;ccc(c)CC(=O)NCC(NCC(=O)O)SC;0,0,0,0;0,1,0,0;False;False
3243;cccccCC(=O)NCC(S)NCC(=O)O;0,0,0,0;0,1,1,0;False;False
3244;ccccCC(=O)NCC(NCC(=O)O)SC;0,0,0,0;0,1,0,0;False;False
3245;CN1CC(NC(=O)C(N)c(c)ccc)C1=O;0,0,0,0;0,1,0,0;False;False
3246;CN1CC(NC(=O)C(N)c(cc)cc)C1=O;0,0,0,0;0,1,0,0;False;False
3247;CN1C(=O)C(NC(=O)C(N)c(c)cc)C1S;0,0,0,0;0,1,0,0;False;False
3248;CN1C(=O)C(NC(=O)C(N)c(c)c)C1SC;0,0,0,0;0,1,0,0;False;False
3249;CN1CC(NC(=O)C(N)ccccc)C1=O;0,0,0,0;0,1,0,0;False;False
3250;CN1C(=O)C(NC(=O)C(N)cccc)C1S;0,0,0,0;0,1,0,0;False;False
3251;CN1C(=O)C(NC(=O)C(N)ccc)C1SC;0,0,0,0;0,1,0,0;False;False
3252;CN1CC(NC(=O)Cc2ccccc2)C1=O;0,0,0,0;0,1,1,0;False;False
3253;CN1C(=O)C(NC(=O)Cc(c)ccc)C1S;0,0,0,0;0,1,0,0;False;False
3254;CN1C(=O)C(NC(=O)Cc(cc)cc)C1S;0,0,0,0;0,1,0,0;False;False
3255;CN1C(=O)C(NC(=O)Cc(c)cc)C1SC;0,0,0,0;0,1,0,0;False;False
3256;CN1C(=O)C(NC(=O)Cccccc)C1S;0,0,0,0;0,1,0,0;False;False
3257;CN1C(=O)C(NC(=O)Ccccc)C1SC;0,0,0,0;0,1,0,0;False;False
3258;CNC(=O)CNC(=O)C(N)c1ccccc1;0,0,0,0;0,1,0,0;False;False
3259;CNCCNC(=O)C(N)c1ccccc1;0,0,0,0;0,1,0,0;False;False
3260;CNC(S)CNC(=O)C(N)c(c)ccc;0,0,0,0;0,1,0,0;False;False
3261;CNC(S)CNC(=O)C(N)c(cc)cc;0,0,0,0;0,1,0,0;False;False
3262;CNC(CNC(=O)C(N)c(c)cc)SC;0,0,0,0;0,1,0,0;False;False
3263;CNC(S)CNC(=O)C(N)ccccc;0,0,0,0;0,1,0,0;False;False
3264;CNC(CNC(=O)C(N)cccc)SC;0,0,0,0;0,1,0,0;False;False
3265;CNC(S)CNC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
3266;CNC(CNC(=O)Cc(c)ccc)SC;0,0,0,0;0,1,0,0;False;False
3267;CNC(CNC(=O)Cc(cc)cc)SC;0,0,0,0;0,1,0,0;False;False
3268;CNC(CNC(=O)Cccccc)SC;0,0,0,0;0,1,0,0;False;False
3269;NC(C(=O)NC1CNC1=O)c1ccccc1;0,0,0,0;0,1,0,0;False;False
3270;cccc(c)C(N)C(=O)NC1C(=O)NC1S;0,0,0,0;0,1,0,0;False;False
3271;cccccC(N)C(=O)NC1C(=O)NC1S;0,0,0,0;0,1,0,0;False;False
3272;ccccC(N)C(=O)NC1C(=O)NC1SC;0,0,0,0;0,1,0,0;False;False
3273;O=C(Cc1ccccc1)NC1C(=O)NC1S;0,0,0,0;0,1,1,0;False;False
3274;cccc(c)CC(=O)NC1C(=O)NC1SC;0,0,0,0;0,1,1,0;False;False
3275;cccccCC(=O)NC1C(=O)NC1SC;0,0,0,0;0,1,1,0;False;False
3276;NC(S)CNC(=O)C(N)c1ccccc1;0,0,0,0;0,1,0,0;False;False
3277;cccc(c)C(N)C(=O)NCC(N)SC;0,0,0,0;0,1,0,0;False;False
3278;cccccC(N)C(=O)NCC(N)SC;0,0,0,0;0,1,0,0;False;False
3279;CSC(N)CNC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
3280;NC(C(=O)NC(C=O)CS)c1ccccc1;0,0,0,0;0,1,0,0;False;False
3281;cccc(c)C(N)C(=O)NC(C=O)CSC;0,0,0,0;0,1,0,0;False;False
3282;cccccC(N)C(=O)NC(C=O)CSC;0,0,0,0;0,1,0,0;False;False
3283;CSCC(C=O)NC(=O)Cc1ccccc1;0,0,0,0;0,1,1,0;False;False
3284;CSCCNC(=O)C(N)c1ccccc1;0,0,0,0;0,1,0,0;False;False
3285;ccC(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
3286;cC(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12;0,0,0,0;0,1,0,0;False;False
3287;cc(c)CC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
3288;cccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
3289;ccCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12;0,0,0,0;0,1,0,0;False;False
3290;cc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3291;cccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3292;ccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS;0,0,0,0;0,1,0,0;False;False
3293;ccc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3294;cc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)CS;0,0,0,0;0,1,0,0;False;False
3295;ccccCC(=O)NCC(=O)NC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3296;cccCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS;0,0,0,0;0,1,0,0;False;False
3297;cc(c)C(N)C(=O)NCCNC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3298;cccC(N)C(=O)NCCNC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3299;ccC(N)C(=O)NCC1NC(C(=O)O)=C(C)CS1;0,0,0,0;0,1,0,0;False;False
3300;ccc(c)CC(=O)NCCNC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3301;cc(c)CC(=O)NCC1NC(C(=O)O)=C(C)CS1;0,0,0,0;0,1,0,0;False;False
3302;ccccCC(=O)NCCNC(C(=O)O)=C(C)C;0,0,0,0;0,1,0,0;False;False
3303;cccCC(=O)NCC1NC(C(=O)O)=C(C)CS1;0,0,0,0;0,1,0,0;False;False
3304;ccC(N)C(=O)NC(C=O)CSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3305;cc(c)CC(=O)NC(C=O)CSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3306;cccCC(=O)NC(C=O)CSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3307;cc(c)C(N)C(=O)NCCSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3308;cccC(N)C(=O)NCCSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3309;ccc(c)CC(=O)NCCSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3310;ccccCC(=O)NCCSCC(C)=CC(=O)O;0,0,0,0;0,1,0,0;False;False
3311;cc(c)C(N)C(=O)NC1CN(C=C(C)C)C1=O;0,0,0,0;0,1,0,0;False;False
